Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
300179,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
300180,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
300181,DataSphere,Display,Men 25-34,60 days,Email,0.13,"$19,309.29 ",6.36,New York,Mandarin,635,8703,4,Tech Enthusiasts,2/1/2021
300182,VisionCraft,Display,Men 18-24,30 days,Google Ads,0.07,"$15,161.02 ",6.58,Los Angeles,Mandarin,638,3431,9,Tech Enthusiasts,2/2/2021
300183,DataSphere,Search,Men 25-34,45 days,Email,0.06,"$15,966.58 ",6.52,Houston,Spanish,625,7672,9,Health & Wellness,2/3/2021
300184,InnovaHub,Search,Men 25-34,15 days,Instagram,0.05,"$18,417.22 ",4.38,Los Angeles,German,794,8813,8,Outdoor Adventurers,2/4/2021
300185,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
300186,DataSphere,Influencer,Women 25-34,45 days,Website,0.12,"$5,010.23 ",4.14,Houston,English,462,2119,4,Foodies,2/6/2021
300187,DataSphere,Display,Men 25-34,30 days,Email,0.04,"$18,369.73 ",2.9,Los Angeles,French,924,2782,9,Health & Wellness,2/7/2021
300188,NextWave Technologies,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,836.83 ",5.63,New York,French,577,3833,5,Fashionistas,2/8/2021
300189,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
300190,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
300191,DataSphere,Display,Men 25-34,60 days,Email,0.13,"$19,309.29 ",6.36,New York,Mandarin,635,8703,4,Tech Enthusiasts,2/1/2021
300192,VisionCraft,Display,Men 18-24,30 days,Google Ads,0.07,"$15,161.02 ",6.58,Los Angeles,Mandarin,638,3431,9,Tech Enthusiasts,2/2/2021
300193,DataSphere,Search,Men 25-34,45 days,Email,0.06,"$15,966.58 ",6.52,Houston,Spanish,625,7672,9,Health & Wellness,2/3/2021
300194,InnovaHub,Search,Men 25-34,15 days,Instagram,0.05,"$18,417.22 ",4.38,Los Angeles,German,794,8813,8,Outdoor Adventurers,2/4/2021
300195,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
300196,DataSphere,Influencer,Women 25-34,45 days,Website,0.12,"$5,010.23 ",4.14,Houston,English,462,2119,4,Foodies,2/6/2021
300197,DataSphere,Display,Men 25-34,30 days,Email,0.04,"$18,369.73 ",2.9,Los Angeles,French,924,2782,9,Health & Wellness,2/7/2021
300198,NextWave Technologies,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,836.83 ",5.63,New York,French,577,3833,5,Fashionistas,2/8/2021
300199,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
300200,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
300201,DataSphere,Display,Men 25-34,60 days,Email,0.13,"$19,309.29 ",6.36,New York,Mandarin,635,8703,4,Tech Enthusiasts,2/1/2021
300202,VisionCraft,Display,Men 18-24,30 days,Google Ads,0.07,"$15,161.02 ",6.58,Los Angeles,Mandarin,638,3431,9,Tech Enthusiasts,2/2/2021
300203,DataSphere,Search,Men 25-34,45 days,Email,0.06,"$15,966.58 ",6.52,Houston,Spanish,625,7672,9,Health & Wellness,2/3/2021
300204,InnovaHub,Search,Men 25-34,15 days,Instagram,0.05,"$18,417.22 ",4.38,Los Angeles,German,794,8813,8,Outdoor Adventurers,2/4/2021
300205,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
300206,DataSphere,Influencer,Women 25-34,45 days,Website,0.12,"$5,010.23 ",4.14,Houston,English,462,2119,4,Foodies,2/6/2021
300207,DataSphere,Display,Men 25-34,30 days,Email,0.04,"$18,369.73 ",2.9,Los Angeles,French,924,2782,9,Health & Wellness,2/7/2021
300208,NextWave Technologies,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,836.83 ",5.63,New York,French,577,3833,5,Fashionistas,2/8/2021
300209,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
300210,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
300211,DataSphere,Display,Men 25-34,60 days,Email,0.13,"$19,309.29 ",6.36,New York,Mandarin,635,8703,4,Tech Enthusiasts,2/1/2021
300212,VisionCraft,Display,Men 18-24,30 days,Google Ads,0.07,"$15,161.02 ",6.58,Los Angeles,Mandarin,638,3431,9,Tech Enthusiasts,2/2/2021
300213,DataSphere,Search,Men 25-34,45 days,Email,0.06,"$15,966.58 ",6.52,Houston,Spanish,625,7672,9,Health & Wellness,2/3/2021
300214,InnovaHub,Search,Men 25-34,15 days,Instagram,0.05,"$18,417.22 ",4.38,Los Angeles,German,794,8813,8,Outdoor Adventurers,2/4/2021
300215,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
300216,DataSphere,Influencer,Women 25-34,45 days,Website,0.12,"$5,010.23 ",4.14,Houston,English,462,2119,4,Foodies,2/6/2021
300217,DataSphere,Display,Men 25-34,30 days,Email,0.04,"$18,369.73 ",2.9,Los Angeles,French,924,2782,9,Health & Wellness,2/7/2021
300218,NextWave Technologies,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,836.83 ",5.63,New York,French,577,3833,5,Fashionistas,2/8/2021
300219,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
300220,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
300221,DataSphere,Display,Men 25-34,60 days,Email,0.13,"$19,309.29 ",6.36,New York,Mandarin,635,8703,4,Tech Enthusiasts,2/1/2021
300222,VisionCraft,Display,Men 18-24,30 days,Google Ads,0.07,"$15,161.02 ",6.58,Los Angeles,Mandarin,638,3431,9,Tech Enthusiasts,2/2/2021
300223,DataSphere,Search,Men 25-34,45 days,Email,0.06,"$15,966.58 ",6.52,Houston,Spanish,625,7672,9,Health & Wellness,2/3/2021
300224,InnovaHub,Search,Men 25-34,15 days,Instagram,0.05,"$18,417.22 ",4.38,Los Angeles,German,794,8813,8,Outdoor Adventurers,2/4/2021
300225,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
300226,DataSphere,Influencer,Women 25-34,45 days,Website,0.12,"$5,010.23 ",4.14,Houston,English,462,2119,4,Foodies,2/6/2021
300227,DataSphere,Display,Men 25-34,30 days,Email,0.04,"$18,369.73 ",2.9,Los Angeles,French,924,2782,9,Health & Wellness,2/7/2021
300228,NextWave Technologies,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,836.83 ",5.63,New York,French,577,3833,5,Fashionistas,2/8/2021
300229,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
300230,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
300231,DataSphere,Display,Men 25-34,60 days,Email,0.13,"$19,309.29 ",6.36,New York,Mandarin,635,8703,4,Tech Enthusiasts,2/1/2021
300232,VisionCraft,Display,Men 18-24,30 days,Google Ads,0.07,"$15,161.02 ",6.58,Los Angeles,Mandarin,638,3431,9,Tech Enthusiasts,2/2/2021
300233,DataSphere,Search,Men 25-34,45 days,Email,0.06,"$15,966.58 ",6.52,Houston,Spanish,625,7672,9,Health & Wellness,2/3/2021
300234,InnovaHub,Search,Men 25-34,15 days,Instagram,0.05,"$18,417.22 ",4.38,Los Angeles,German,794,8813,8,Outdoor Adventurers,2/4/2021
300235,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
300236,DataSphere,Influencer,Women 25-34,45 days,Website,0.12,"$5,010.23 ",4.14,Houston,English,462,2119,4,Foodies,2/6/2021
300237,DataSphere,Display,Men 25-34,30 days,Email,0.04,"$18,369.73 ",2.9,Los Angeles,French,924,2782,9,Health & Wellness,2/7/2021
300238,NextWave Technologies,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,836.83 ",5.63,New York,French,577,3833,5,Fashionistas,2/8/2021
300239,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
300240,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
300241,DataSphere,Display,Men 25-34,60 days,Email,0.13,"$19,309.29 ",6.36,New York,Mandarin,635,8703,4,Tech Enthusiasts,2/1/2021
300242,VisionCraft,Display,Men 18-24,30 days,Google Ads,0.07,"$15,161.02 ",6.58,Los Angeles,Mandarin,638,3431,9,Tech Enthusiasts,2/2/2021
300243,DataSphere,Search,Men 25-34,45 days,Email,0.06,"$15,966.58 ",6.52,Houston,Spanish,625,7672,9,Health & Wellness,2/3/2021
300244,InnovaHub,Search,Men 25-34,15 days,Instagram,0.05,"$18,417.22 ",4.38,Los Angeles,German,794,8813,8,Outdoor Adventurers,2/4/2021
300245,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
300246,DataSphere,Influencer,Women 25-34,45 days,Website,0.12,"$5,010.23 ",4.14,Houston,English,462,2119,4,Foodies,2/6/2021
300247,DataSphere,Display,Men 25-34,30 days,Email,0.04,"$18,369.73 ",2.9,Los Angeles,French,924,2782,9,Health & Wellness,2/7/2021
300248,NextWave Technologies,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,836.83 ",5.63,New York,French,577,3833,5,Fashionistas,2/8/2021
300249,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
300250,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
300251,DataSphere,Display,Men 25-34,60 days,Email,0.13,"$19,309.29 ",6.36,New York,Mandarin,635,8703,4,Tech Enthusiasts,2/1/2021
300252,VisionCraft,Display,Men 18-24,30 days,Google Ads,0.07,"$15,161.02 ",6.58,Los Angeles,Mandarin,638,3431,9,Tech Enthusiasts,2/2/2021
300253,DataSphere,Search,Men 25-34,45 days,Email,0.06,"$15,966.58 ",6.52,Houston,Spanish,625,7672,9,Health & Wellness,2/3/2021
300254,InnovaHub,Search,Men 25-34,15 days,Instagram,0.05,"$18,417.22 ",4.38,Los Angeles,German,794,8813,8,Outdoor Adventurers,2/4/2021
300255,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
300256,DataSphere,Influencer,Women 25-34,45 days,Website,0.12,"$5,010.23 ",4.14,Houston,English,462,2119,4,Foodies,2/6/2021
300257,DataSphere,Display,Men 25-34,30 days,Email,0.04,"$18,369.73 ",2.9,Los Angeles,French,924,2782,9,Health & Wellness,2/7/2021
300258,NextWave Technologies,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,836.83 ",5.63,New York,French,577,3833,5,Fashionistas,2/8/2021
300259,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
300260,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
300261,DataSphere,Display,Men 25-34,60 days,Email,0.13,"$19,309.29 ",6.36,New York,Mandarin,635,8703,4,Tech Enthusiasts,2/1/2021
300262,VisionCraft,Display,Men 18-24,30 days,Google Ads,0.07,"$15,161.02 ",6.58,Los Angeles,Mandarin,638,3431,9,Tech Enthusiasts,2/2/2021
300263,DataSphere,Search,Men 25-34,45 days,Email,0.06,"$15,966.58 ",6.52,Houston,Spanish,625,7672,9,Health & Wellness,2/3/2021
300264,InnovaHub,Search,Men 25-34,15 days,Instagram,0.05,"$18,417.22 ",4.38,Los Angeles,German,794,8813,8,Outdoor Adventurers,2/4/2021
300265,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
300266,DataSphere,Influencer,Women 25-34,45 days,Website,0.12,"$5,010.23 ",4.14,Houston,English,462,2119,4,Foodies,2/6/2021
300267,DataSphere,Display,Men 25-34,30 days,Email,0.04,"$18,369.73 ",2.9,Los Angeles,French,924,2782,9,Health & Wellness,2/7/2021
300268,NextWave Technologies,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,836.83 ",5.63,New York,French,577,3833,5,Fashionistas,2/8/2021
300269,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
300270,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
300271,DataSphere,Display,Men 25-34,60 days,Email,0.13,"$19,309.29 ",6.36,New York,Mandarin,635,8703,4,Tech Enthusiasts,2/1/2021
300272,VisionCraft,Display,Men 18-24,30 days,Google Ads,0.07,"$15,161.02 ",6.58,Los Angeles,Mandarin,638,3431,9,Tech Enthusiasts,2/2/2021
300273,DataSphere,Search,Men 25-34,45 days,Email,0.06,"$15,966.58 ",6.52,Houston,Spanish,625,7672,9,Health & Wellness,2/3/2021
300274,InnovaHub,Search,Men 25-34,15 days,Instagram,0.05,"$18,417.22 ",4.38,Los Angeles,German,794,8813,8,Outdoor Adventurers,2/4/2021
300275,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
300276,DataSphere,Influencer,Women 25-34,45 days,Website,0.12,"$5,010.23 ",4.14,Houston,English,462,2119,4,Foodies,2/6/2021
300277,DataSphere,Display,Men 25-34,30 days,Email,0.04,"$18,369.73 ",2.9,Los Angeles,French,924,2782,9,Health & Wellness,2/7/2021
300278,NextWave Technologies,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,836.83 ",5.63,New York,French,577,3833,5,Fashionistas,2/8/2021
300279,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
300280,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
300281,DataSphere,Display,Men 25-34,60 days,Email,0.13,"$19,309.29 ",6.36,New York,Mandarin,635,8703,4,Tech Enthusiasts,2/1/2021
300282,VisionCraft,Display,Men 18-24,30 days,Google Ads,0.07,"$15,161.02 ",6.58,Los Angeles,Mandarin,638,3431,9,Tech Enthusiasts,2/2/2021
300283,DataSphere,Search,Men 25-34,45 days,Email,0.06,"$15,966.58 ",6.52,Houston,Spanish,625,7672,9,Health & Wellness,2/3/2021
300284,InnovaHub,Search,Men 25-34,15 days,Instagram,0.05,"$18,417.22 ",4.38,Los Angeles,German,794,8813,8,Outdoor Adventurers,2/4/2021
300285,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
300286,DataSphere,Influencer,Women 25-34,45 days,Website,0.12,"$5,010.23 ",4.14,Houston,English,462,2119,4,Foodies,2/6/2021
300287,DataSphere,Display,Men 25-34,30 days,Email,0.04,"$18,369.73 ",2.9,Los Angeles,French,924,2782,9,Health & Wellness,2/7/2021
300288,NextWave Technologies,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,836.83 ",5.63,New York,French,577,3833,5,Fashionistas,2/8/2021
300289,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
300290,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
300291,DataSphere,Display,Men 25-34,60 days,Email,0.13,"$19,309.29 ",6.36,New York,Mandarin,635,8703,4,Tech Enthusiasts,2/1/2021
300292,VisionCraft,Display,Men 18-24,30 days,Google Ads,0.07,"$15,161.02 ",6.58,Los Angeles,Mandarin,638,3431,9,Tech Enthusiasts,2/2/2021
300293,DataSphere,Search,Men 25-34,45 days,Email,0.06,"$15,966.58 ",6.52,Houston,Spanish,625,7672,9,Health & Wellness,2/3/2021
300294,InnovaHub,Search,Men 25-34,15 days,Instagram,0.05,"$18,417.22 ",4.38,Los Angeles,German,794,8813,8,Outdoor Adventurers,2/4/2021
300295,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
300296,DataSphere,Influencer,Women 25-34,45 days,Website,0.12,"$5,010.23 ",4.14,Houston,English,462,2119,4,Foodies,2/6/2021
300297,DataSphere,Display,Men 25-34,30 days,Email,0.04,"$18,369.73 ",2.9,Los Angeles,French,924,2782,9,Health & Wellness,2/7/2021
300298,NextWave Technologies,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,836.83 ",5.63,New York,French,577,3833,5,Fashionistas,2/8/2021
300299,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
300300,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
300301,DataSphere,Display,Men 25-34,60 days,Email,0.13,"$19,309.29 ",6.36,New York,Mandarin,635,8703,4,Tech Enthusiasts,2/1/2021
300302,VisionCraft,Display,Men 18-24,30 days,Google Ads,0.07,"$15,161.02 ",6.58,Los Angeles,Mandarin,638,3431,9,Tech Enthusiasts,2/2/2021
300303,DataSphere,Search,Men 25-34,45 days,Email,0.06,"$15,966.58 ",6.52,Houston,Spanish,625,7672,9,Health & Wellness,2/3/2021
300304,InnovaHub,Search,Men 25-34,15 days,Instagram,0.05,"$18,417.22 ",4.38,Los Angeles,German,794,8813,8,Outdoor Adventurers,2/4/2021
300305,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
300306,DataSphere,Influencer,Women 25-34,45 days,Website,0.12,"$5,010.23 ",4.14,Houston,English,462,2119,4,Foodies,2/6/2021
300307,DataSphere,Display,Men 25-34,30 days,Email,0.04,"$18,369.73 ",2.9,Los Angeles,French,924,2782,9,Health & Wellness,2/7/2021
300308,NextWave Technologies,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,836.83 ",5.63,New York,French,577,3833,5,Fashionistas,2/8/2021
300309,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
300310,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
300311,DataSphere,Display,Men 25-34,60 days,Email,0.13,"$19,309.29 ",6.36,New York,Mandarin,635,8703,4,Tech Enthusiasts,2/1/2021
300312,VisionCraft,Display,Men 18-24,30 days,Google Ads,0.07,"$15,161.02 ",6.58,Los Angeles,Mandarin,638,3431,9,Tech Enthusiasts,2/2/2021
300313,DataSphere,Search,Men 25-34,45 days,Email,0.06,"$15,966.58 ",6.52,Houston,Spanish,625,7672,9,Health & Wellness,2/3/2021
300314,InnovaHub,Search,Men 25-34,15 days,Instagram,0.05,"$18,417.22 ",4.38,Los Angeles,German,794,8813,8,Outdoor Adventurers,2/4/2021
300315,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
300316,DataSphere,Influencer,Women 25-34,45 days,Website,0.12,"$5,010.23 ",4.14,Houston,English,462,2119,4,Foodies,2/6/2021
300317,DataSphere,Display,Men 25-34,30 days,Email,0.04,"$18,369.73 ",2.9,Los Angeles,French,924,2782,9,Health & Wellness,2/7/2021
300318,NextWave Technologies,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,836.83 ",5.63,New York,French,577,3833,5,Fashionistas,2/8/2021
300319,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
300320,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
300321,DataSphere,Display,Men 25-34,60 days,Email,0.13,"$19,309.29 ",6.36,New York,Mandarin,635,8703,4,Tech Enthusiasts,2/1/2021
300322,VisionCraft,Display,Men 18-24,30 days,Google Ads,0.07,"$15,161.02 ",6.58,Los Angeles,Mandarin,638,3431,9,Tech Enthusiasts,2/2/2021
300323,DataSphere,Search,Men 25-34,45 days,Email,0.06,"$15,966.58 ",6.52,Houston,Spanish,625,7672,9,Health & Wellness,2/3/2021
300324,InnovaHub,Search,Men 25-34,15 days,Instagram,0.05,"$18,417.22 ",4.38,Los Angeles,German,794,8813,8,Outdoor Adventurers,2/4/2021
300325,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
300326,DataSphere,Influencer,Women 25-34,45 days,Website,0.12,"$5,010.23 ",4.14,Houston,English,462,2119,4,Foodies,2/6/2021
300327,DataSphere,Display,Men 25-34,30 days,Email,0.04,"$18,369.73 ",2.9,Los Angeles,French,924,2782,9,Health & Wellness,2/7/2021
300328,NextWave Technologies,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,836.83 ",5.63,New York,French,577,3833,5,Fashionistas,2/8/2021
300329,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
300330,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
300331,DataSphere,Display,Men 25-34,60 days,Email,0.13,"$19,309.29 ",6.36,New York,Mandarin,635,8703,4,Tech Enthusiasts,2/1/2021
300332,VisionCraft,Display,Men 18-24,30 days,Google Ads,0.07,"$15,161.02 ",6.58,Los Angeles,Mandarin,638,3431,9,Tech Enthusiasts,2/2/2021
300333,DataSphere,Search,Men 25-34,45 days,Email,0.06,"$15,966.58 ",6.52,Houston,Spanish,625,7672,9,Health & Wellness,2/3/2021
300334,InnovaHub,Search,Men 25-34,15 days,Instagram,0.05,"$18,417.22 ",4.38,Los Angeles,German,794,8813,8,Outdoor Adventurers,2/4/2021
300335,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
300336,DataSphere,Influencer,Women 25-34,45 days,Website,0.12,"$5,010.23 ",4.14,Houston,English,462,2119,4,Foodies,2/6/2021
300337,DataSphere,Display,Men 25-34,30 days,Email,0.04,"$18,369.73 ",2.9,Los Angeles,French,924,2782,9,Health & Wellness,2/7/2021
300338,NextWave Technologies,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,836.83 ",5.63,New York,French,577,3833,5,Fashionistas,2/8/2021
300339,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
300340,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
300341,DataSphere,Display,Men 25-34,60 days,Email,0.13,"$19,309.29 ",6.36,New York,Mandarin,635,8703,4,Tech Enthusiasts,2/1/2021
300342,VisionCraft,Display,Men 18-24,30 days,Google Ads,0.07,"$15,161.02 ",6.58,Los Angeles,Mandarin,638,3431,9,Tech Enthusiasts,2/2/2021
300343,DataSphere,Search,Men 25-34,45 days,Email,0.06,"$15,966.58 ",6.52,Houston,Spanish,625,7672,9,Health & Wellness,2/3/2021
300344,InnovaHub,Search,Men 25-34,15 days,Instagram,0.05,"$18,417.22 ",4.38,Los Angeles,German,794,8813,8,Outdoor Adventurers,2/4/2021
300345,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
300346,DataSphere,Influencer,Women 25-34,45 days,Website,0.12,"$5,010.23 ",4.14,Houston,English,462,2119,4,Foodies,2/6/2021
300347,DataSphere,Display,Men 25-34,30 days,Email,0.04,"$18,369.73 ",2.9,Los Angeles,French,924,2782,9,Health & Wellness,2/7/2021
300348,NextWave Technologies,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,836.83 ",5.63,New York,French,577,3833,5,Fashionistas,2/8/2021
300349,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
300350,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
300351,DataSphere,Display,Men 25-34,60 days,Email,0.13,"$19,309.29 ",6.36,New York,Mandarin,635,8703,4,Tech Enthusiasts,2/1/2021
300352,VisionCraft,Display,Men 18-24,30 days,Google Ads,0.07,"$15,161.02 ",6.58,Los Angeles,Mandarin,638,3431,9,Tech Enthusiasts,2/2/2021
300353,DataSphere,Search,Men 25-34,45 days,Email,0.06,"$15,966.58 ",6.52,Houston,Spanish,625,7672,9,Health & Wellness,2/3/2021
300354,InnovaHub,Search,Men 25-34,15 days,Instagram,0.05,"$18,417.22 ",4.38,Los Angeles,German,794,8813,8,Outdoor Adventurers,2/4/2021
300355,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
300356,DataSphere,Influencer,Women 25-34,45 days,Website,0.12,"$5,010.23 ",4.14,Houston,English,462,2119,4,Foodies,2/6/2021
300357,DataSphere,Display,Men 25-34,30 days,Email,0.04,"$18,369.73 ",2.9,Los Angeles,French,924,2782,9,Health & Wellness,2/7/2021
